"Year","State","Commodity","Measurement","Unit","Value","TAME"
2019,"MICHIGAN","BLUEBERRIES","ACRES HARVESTED","ACRE","20,600",1
2019,"MICHIGAN","BLUEBERRIES","PRODUCTION","LB","84,900,000",1
2019,"MICHIGAN","BLUEBERRIES","YIELD","LB / ACRE","4,120",1
2019,"MICHIGAN","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","60,399,000",1
2019,"MICHIGAN","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","44,740,000",1
2019,"MICHIGAN","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","0",1
2019,"MICHIGAN","BLUEBERRIES","PROCESSING - PRODUCTION","$","14,859,000",1
2019,"MICHIGAN","BLUEBERRIES","PROCESSING - PRODUCTION","LB","40,160,000",1
2019,"MICHIGAN","BLUEBERRIES","UTILIZED - PRODUCTION","$","75,258,000",1
2019,"MICHIGAN","BLUEBERRIES","UTILIZED - PRODUCTION","LB","84,900,000",1
2019,"NEW JERSEY","BLUEBERRIES","ACRES HARVESTED","ACRE","9,300",1
2019,"NEW JERSEY","BLUEBERRIES","PRODUCTION","LB","47,300,000",1
2019,"NEW JERSEY","BLUEBERRIES","YIELD","LB / ACRE","5,090",1
2019,"NEW JERSEY","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","81,765,000",1
2019,"NEW JERSEY","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","38,030,000",1
2019,"NEW JERSEY","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","1,230,000",1
2019,"NEW JERSEY","BLUEBERRIES","PROCESSING - PRODUCTION","$","3,538,000",1
2019,"NEW JERSEY","BLUEBERRIES","PROCESSING - PRODUCTION","LB","8,040,000",1
2019,"NEW JERSEY","BLUEBERRIES","UTILIZED - PRODUCTION","$","85,303,000",1
2019,"NEW JERSEY","BLUEBERRIES","UTILIZED - PRODUCTION","LB","46,070,000",1
2019,"NORTH CAROLINA","BLUEBERRIES","ACRES HARVESTED","ACRE","8,700",1
2019,"NORTH CAROLINA","BLUEBERRIES","PRODUCTION","LB","36,200,000",1
2019,"NORTH CAROLINA","BLUEBERRIES","YIELD","LB / ACRE","4,160",1
2019,"NORTH CAROLINA","BLUEBERRIES","FRESH MARKET - PRODUCTION","$"," (D)",1
2019,"NORTH CAROLINA","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB"," (D)",1
2019,"NORTH CAROLINA","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","430,000",1
2019,"NORTH CAROLINA","BLUEBERRIES","PROCESSING - PRODUCTION","$"," (D)",1
2019,"NORTH CAROLINA","BLUEBERRIES","PROCESSING - PRODUCTION","LB"," (D)",1
2019,"NORTH CAROLINA","BLUEBERRIES","UTILIZED - PRODUCTION","$","60,811,000",1
2019,"NORTH CAROLINA","BLUEBERRIES","UTILIZED - PRODUCTION","LB","35,770,000",1
2019,"OREGON","BLUEBERRIES","ACRES HARVESTED","ACRE","13,300",1
2019,"OREGON","BLUEBERRIES","PRODUCTION","LB","155,500,000",1
2019,"OREGON","BLUEBERRIES","YIELD","LB / ACRE","11,700",1
2019,"OREGON","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","84,919,000",1
2019,"OREGON","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","69,040,000",1
2019,"OREGON","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","1,400,000",1
2019,"OREGON","BLUEBERRIES","PROCESSING - PRODUCTION","$","49,335,000",1
2019,"OREGON","BLUEBERRIES","PROCESSING - PRODUCTION","LB","85,060,000",1
2019,"OREGON","BLUEBERRIES","UTILIZED - PRODUCTION","$","134,254,000",1
2019,"OREGON","BLUEBERRIES","UTILIZED - PRODUCTION","LB","154,100,000",1
2019,"OTHER STATES","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","120,204,000",1
2019,"OTHER STATES","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","52,940,000",1
2019,"OTHER STATES","BLUEBERRIES","PROCESSING - PRODUCTION","$","2,916,000",1
2019,"OTHER STATES","BLUEBERRIES","PROCESSING - PRODUCTION","LB","6,450,000",1
2019,"WASHINGTON","BLUEBERRIES","ACRES HARVESTED","ACRE","16,700",1
2019,"WASHINGTON","BLUEBERRIES","PRODUCTION","LB","163,000,000",1
2019,"WASHINGTON","BLUEBERRIES","YIELD","LB / ACRE","9,760",1
2019,"WASHINGTON","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","91,459,000",1
2019,"WASHINGTON","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","50,530,000",1
2019,"WASHINGTON","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","170,000",1
2019,"WASHINGTON","BLUEBERRIES","PROCESSING - PRODUCTION","$","61,765,000",1
2019,"WASHINGTON","BLUEBERRIES","PROCESSING - PRODUCTION","LB","112,300,000",1
2019,"WASHINGTON","BLUEBERRIES","UTILIZED - PRODUCTION","$","153,224,000",1
2019,"WASHINGTON","BLUEBERRIES","UTILIZED - PRODUCTION","LB","162,830,000",1
2018,"CALIFORNIA","BLUEBERRIES","PRICE RECEIVED","$ / LB","2.2",1
2018,"CALIFORNIA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.6",1
2018,"CALIFORNIA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.35",1
2018,"FLORIDA","BLUEBERRIES","PRICE RECEIVED","$ / LB","2.96",1
2018,"FLORIDA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB"," (D)",1
2018,"FLORIDA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB"," (D)",1
2018,"GEORGIA","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.64",1
2018,"GEORGIA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.08",1
2018,"GEORGIA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.97",1
2018,"MAINE","BLUEBERRIES","PRICE RECEIVED","$ / LB","0.473",0
2018,"MAINE","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","1.05",0
2018,"MAINE","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.455",0
2018,"MICHIGAN","BLUEBERRIES","PRICE RECEIVED","$ / LB","1",1
2018,"MICHIGAN","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","1.38",1
2018,"MICHIGAN","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.58",1
2018,"NEW JERSEY","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.42",1
2018,"NEW JERSEY","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","1.62",1
2018,"NEW JERSEY","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.52",1
2018,"NORTH CAROLINA","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.71",1
2018,"NORTH CAROLINA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB"," (D)",1
2018,"NORTH CAROLINA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB"," (D)",1
2018,"OREGON","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.34",1
2018,"OREGON","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.03",1
2018,"OREGON","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.78",1
2018,"OTHER STATES","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.48",1
2018,"OTHER STATES","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.481",1
2018,"WASHINGTON","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.02",1
2018,"WASHINGTON","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","1.86",1
2018,"WASHINGTON","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.65",1
2018,"CALIFORNIA","BLUEBERRIES","ACRES HARVESTED","ACRE","6,600",1
2018,"CALIFORNIA","BLUEBERRIES","PRODUCTION","LB","64,900,000",1
2018,"CALIFORNIA","BLUEBERRIES","YIELD","LB / ACRE","9,840",1
2018,"CALIFORNIA","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","135,824,000",1
2018,"CALIFORNIA","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","52,240,000",1
2018,"CALIFORNIA","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","1,430,000",1
2018,"CALIFORNIA","BLUEBERRIES","PROCESSING - PRODUCTION","$","3,931,000",1
2018,"CALIFORNIA","BLUEBERRIES","PROCESSING - PRODUCTION","LB","11,230,000",1
2018,"CALIFORNIA","BLUEBERRIES","UTILIZED - PRODUCTION","$","139,755,000",1
2018,"CALIFORNIA","BLUEBERRIES","UTILIZED - PRODUCTION","LB","63,470,000",1
2018,"FLORIDA","BLUEBERRIES","ACRES HARVESTED","ACRE","5,200",1
2018,"FLORIDA","BLUEBERRIES","PRODUCTION","LB","20,500,000",1
2018,"FLORIDA","BLUEBERRIES","YIELD","LB / ACRE","3,950",1
2018,"FLORIDA","BLUEBERRIES","FRESH MARKET - PRODUCTION","$"," (D)",1
2018,"FLORIDA","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB"," (D)",1
2018,"FLORIDA","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","80,000",1
2018,"FLORIDA","BLUEBERRIES","PROCESSING - PRODUCTION","$"," (D)",1
2018,"FLORIDA","BLUEBERRIES","PROCESSING - PRODUCTION","LB"," (D)",1
2018,"FLORIDA","BLUEBERRIES","UTILIZED - PRODUCTION","$","60,404,000",1
2018,"FLORIDA","BLUEBERRIES","UTILIZED - PRODUCTION","LB","20,420,000",1
2018,"GEORGIA","BLUEBERRIES","ACRES HARVESTED","ACRE","13,300",1
2018,"GEORGIA","BLUEBERRIES","PRODUCTION","LB","54,500,000",1
2018,"GEORGIA","BLUEBERRIES","YIELD","LB / ACRE","4,100",1
2018,"GEORGIA","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","66,539,000",1
2018,"GEORGIA","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","31,990,000",1
2018,"GEORGIA","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","1,150,000",1
2018,"GEORGIA","BLUEBERRIES","PROCESSING - PRODUCTION","$","20,719,000",1
2018,"GEORGIA","BLUEBERRIES","PROCESSING - PRODUCTION","LB","21,360,000",1
2018,"GEORGIA","BLUEBERRIES","UTILIZED - PRODUCTION","$","87,258,000",1
2018,"GEORGIA","BLUEBERRIES","UTILIZED - PRODUCTION","LB","53,350,000",1
2018,"MAINE","BLUEBERRIES","ACRES HARVESTED","ACRE","18,800",0
2018,"MAINE","BLUEBERRIES","PRODUCTION","LB","50,400,000",0
2018,"MAINE","BLUEBERRIES","YIELD","LB / ACRE","2,680",0
2018,"MAINE","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","1,638,000",0
2018,"MAINE","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","1,560,000",0
2018,"MAINE","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","100,000",0
2018,"MAINE","BLUEBERRIES","PROCESSING - PRODUCTION","$","22,177,000",0
2018,"MAINE","BLUEBERRIES","PROCESSING - PRODUCTION","LB","48,740,000",0
2018,"MAINE","BLUEBERRIES","UTILIZED - PRODUCTION","$","23,815,000",0
2018,"MAINE","BLUEBERRIES","UTILIZED - PRODUCTION","LB","50,300,000",0
2018,"MICHIGAN","BLUEBERRIES","ACRES HARVESTED","ACRE","19,700",1
2018,"MICHIGAN","BLUEBERRIES","PRODUCTION","LB","70,100,000",1
2018,"MICHIGAN","BLUEBERRIES","YIELD","LB / ACRE","3,560",1
2018,"MICHIGAN","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","51,074,000",1
2018,"MICHIGAN","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","37,010,000",1
2018,"MICHIGAN","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","70,000",1
2018,"MICHIGAN","BLUEBERRIES","PROCESSING - PRODUCTION","$","19,152,000",1
2018,"MICHIGAN","BLUEBERRIES","PROCESSING - PRODUCTION","LB","33,020,000",1
2018,"MICHIGAN","BLUEBERRIES","UTILIZED - PRODUCTION","$","70,226,000",1
2018,"MICHIGAN","BLUEBERRIES","UTILIZED - PRODUCTION","LB","70,030,000",1
2018,"NEW JERSEY","BLUEBERRIES","ACRES HARVESTED","ACRE","9,000",1
2018,"NEW JERSEY","BLUEBERRIES","PRODUCTION","LB","44,500,000",1
2018,"NEW JERSEY","BLUEBERRIES","YIELD","LB / ACRE","4,940",1
2018,"NEW JERSEY","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","58,255,000",1
2018,"NEW JERSEY","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","35,960,000",1
2018,"NEW JERSEY","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","490,000",1
2018,"NEW JERSEY","BLUEBERRIES","PROCESSING - PRODUCTION","$","4,186,000",1
2018,"NEW JERSEY","BLUEBERRIES","PROCESSING - PRODUCTION","LB","8,050,000",1
2018,"NEW JERSEY","BLUEBERRIES","UTILIZED - PRODUCTION","$","62,441,000",1
2018,"NEW JERSEY","BLUEBERRIES","UTILIZED - PRODUCTION","LB","44,010,000",1
2018,"NORTH CAROLINA","BLUEBERRIES","ACRES HARVESTED","ACRE","7,500",1
2018,"NORTH CAROLINA","BLUEBERRIES","PRODUCTION","LB","33,800,000",1
2018,"NORTH CAROLINA","BLUEBERRIES","YIELD","LB / ACRE","4,500",1
2018,"NORTH CAROLINA","BLUEBERRIES","FRESH MARKET - PRODUCTION","$"," (D)",1
2018,"NORTH CAROLINA","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB"," (D)",1
2018,"NORTH CAROLINA","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","310,000",1
2018,"NORTH CAROLINA","BLUEBERRIES","PROCESSING - PRODUCTION","$"," (D)",1
2018,"NORTH CAROLINA","BLUEBERRIES","PROCESSING - PRODUCTION","LB"," (D)",1
2018,"NORTH CAROLINA","BLUEBERRIES","UTILIZED - PRODUCTION","$","57,304,000",1
2018,"NORTH CAROLINA","BLUEBERRIES","UTILIZED - PRODUCTION","LB","33,490,000",1
2018,"OREGON","BLUEBERRIES","ACRES HARVESTED","ACRE","13,500",1
2018,"OREGON","BLUEBERRIES","PRODUCTION","LB","137,500,000",1
2018,"OREGON","BLUEBERRIES","YIELD","LB / ACRE","10,200",1
2018,"OREGON","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","122,815,000",1
2018,"OREGON","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","60,500,000",1
2018,"OREGON","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","2,750,000",1
2018,"OREGON","BLUEBERRIES","PROCESSING - PRODUCTION","$","57,915,000",1
2018,"OREGON","BLUEBERRIES","PROCESSING - PRODUCTION","LB","74,250,000",1
2018,"OREGON","BLUEBERRIES","UTILIZED - PRODUCTION","$","180,730,000",1
2018,"OREGON","BLUEBERRIES","UTILIZED - PRODUCTION","LB","134,750,000",1
2018,"OTHER STATES","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","113,829,000",1
2018,"OTHER STATES","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","45,850,000",1
2018,"OTHER STATES","BLUEBERRIES","PROCESSING - PRODUCTION","$","3,879,000",1
2018,"OTHER STATES","BLUEBERRIES","PROCESSING - PRODUCTION","LB","8,060,000",1
2018,"WASHINGTON","BLUEBERRIES","ACRES HARVESTED","ACRE","14,400",1
2018,"WASHINGTON","BLUEBERRIES","PRODUCTION","LB","136,500,000",1
2018,"WASHINGTON","BLUEBERRIES","YIELD","LB / ACRE","9,470",1
2018,"WASHINGTON","BLUEBERRIES","FRESH MARKET - PRODUCTION","$","77,953,000",1
2018,"WASHINGTON","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB","41,910,000",1
2018,"WASHINGTON","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","400,000",1
2018,"WASHINGTON","BLUEBERRIES","PROCESSING - PRODUCTION","$","61,224,000",1
2018,"WASHINGTON","BLUEBERRIES","PROCESSING - PRODUCTION","LB","94,190,000",1
2018,"WASHINGTON","BLUEBERRIES","UTILIZED - PRODUCTION","$","139,177,000",1
2018,"WASHINGTON","BLUEBERRIES","UTILIZED - PRODUCTION","LB","136,100,000",1
2017,"CALIFORNIA","BLUEBERRIES","PRICE RECEIVED","$ / LB","2.2",1
2017,"CALIFORNIA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB"," (D)",1
2017,"CALIFORNIA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB"," (D)",1
2017,"FLORIDA","BLUEBERRIES","PRICE RECEIVED","$ / LB","4.23",1
2017,"FLORIDA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB"," (D)",1
2017,"FLORIDA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB"," (D)",1
2017,"GEORGIA","BLUEBERRIES","PRICE RECEIVED","$ / LB","2.24",1
2017,"GEORGIA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.66",1
2017,"GEORGIA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.74",1
2017,"INDIANA","BLUEBERRIES","PRICE RECEIVED","$ / LB"," (NA)",1
2017,"INDIANA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB"," (NA)",1
2017,"INDIANA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB"," (NA)",1
2017,"MAINE","BLUEBERRIES","PRICE RECEIVED","$ / LB","0.26",0
2017,"MAINE","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.2",0
2017,"MAINE","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.249",0
2017,"MICHIGAN","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.16",1
2017,"MICHIGAN","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","1.65",1
2017,"MICHIGAN","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.6",1
2017,"MISSISSIPPI","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.67",1
2017,"MISSISSIPPI","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB"," (D)",1
2017,"MISSISSIPPI","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB"," (D)",1
2017,"NEW JERSEY","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.91",1
2017,"NEW JERSEY","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.04",1
2017,"NEW JERSEY","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.87",1
2017,"NEW YORK","BLUEBERRIES","PRICE RECEIVED","$ / LB","2.45",1
2017,"NEW YORK","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB"," (D)",1
2017,"NEW YORK","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB"," (D)",1
2017,"NORTH CAROLINA","BLUEBERRIES","PRICE RECEIVED","$ / LB","2.12",1
2017,"NORTH CAROLINA","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.4",1
2017,"NORTH CAROLINA","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.62",1
2017,"OREGON","BLUEBERRIES","PRICE RECEIVED","$ / LB","1.36",1
2017,"OREGON","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2",1
2017,"OREGON","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.7",1
2017,"OTHER STATES","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","2.86",1
2017,"OTHER STATES","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","1.26",1
2017,"WASHINGTON","BLUEBERRIES","PRICE RECEIVED","$ / LB","0.981",1
2017,"WASHINGTON","BLUEBERRIES","FRESH MARKET - PRICE RECEIVED","$ / LB","1.56",1
2017,"WASHINGTON","BLUEBERRIES","PROCESSING - PRICE RECEIVED","$ / LB","0.72",1
2017,"CALIFORNIA","BLUEBERRIES","ACRES HARVESTED","ACRE","6,600",1
2017,"CALIFORNIA","BLUEBERRIES","PRODUCTION","LB","63,030,000",1
2017,"CALIFORNIA","BLUEBERRIES","FRESH MARKET - PRODUCTION","$"," (D)",1
2017,"CALIFORNIA","BLUEBERRIES","FRESH MARKET - PRODUCTION","LB"," (D)",1
2017,"CALIFORNIA","BLUEBERRIES","NOT SOLD - PRODUCTION","LB","430,000",1
2017,"CALIFORNIA","BLUEBERRIES","PROCESSING - PRODUCTION","$"," (D)",1
2017,"CALIFORNIA","BLUEBERRIES","PROCESSING - PRODUCTION","LB"," (D)",1
2017,"CALIFORNIA","BLUEBERRIES","UTILIZED - PRODUCTION","$","137,596,000",1
2017,"CALIFORNIA","BLUEBERRIES","UTILIZED - PRODUCTION","LB","62,600,000",1
