"Year","State","Commodity","Measurement","Unit","Domain","Category","Value"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(COPPER HYDROXIDE = 23401)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(COPPER SULFATE = 24401)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(CYPRODINIL = 288202)","0.28"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(FENBUCONAZOLE = 129011)","0.089"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(FENHEXAMID = 90209)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(FLUDIOXONIL = 71503)","0.189"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(MEFENOXAM = 113502)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(METCONAZOLE = 125619)","0.086"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","1.554"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(MYCLOBUTANIL = 128857)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(PROPICONAZOLE = 122101)","0.151"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(PROTHIOCONAZOLE = 113961)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(PYRACLOSTROBIN = 99100)","0.145"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(SULFUR = 77501)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(TEBUCONAZOLE = 128997)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(TRICHODERMA HARZ. = 119202)"," (NA)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(2,4-D, DIMETH. SALT = 30019)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(AMMONIUM PELARGONATE = 31802)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(CLETHODIM = 121011)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(CLORANSULAM-METHYL = 129116)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(DIURON = 35505)","1.047"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(FLUMIOXAZIN = 129034)","0.138"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","0.658"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLYPHOSATE = 417300)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLYPHOSATE AMM. SALT = 103604)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","1.217"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(ORYZALIN = 104201)","1.676"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(OXYFLUORFEN = 111601)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(PARAQUAT = 61601)","0.467"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(PENOXSULAM = 119031)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(SIMAZINE = 80807)","1.957"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(ACEPHATE = 103301)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(ACETAMIPRID = 99050)","0.088"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(BIFENTHRIN = 128825)","0.093"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(DIAZINON = 57801)","0.461"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(ESFENVALERATE = 109303)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(FLUPYRADIFURONE = 122304)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(IMIDACLOPRID = 129099)","0.122"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(MALATHION = 57701)","0.718"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(METHOMYL = 90301)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(PERMETHRIN = 109701)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(PHOSMET = 59201)","0.819"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(SPINETORAM = 110007)","0.058"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(SPINOSAD = 110003)","0.078"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(THIAMETHOXAM = 60109)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","0.025"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(ALKYL. DIM. BENZ. AM = 69105)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(CUPRAMMONIUM ACETATE = 36011)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(CYANAMID = 14002)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(CYTOKININS = 116801)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(DECYLDIMETHYLOCTYL = 69165)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(DIDECYL DIM. AMMON. = 69166)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(DIMETHYLDIOCTYL = 69149)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(GIBBERELLIC ACID = 43801)","0.402"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(INDAZIFLAM = 80818)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(INDOLEBUTYRIC ACID = 46701)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(MINERAL OIL = 63502)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","OTHER","(REYNOUTRIA SACHALINE = 55809)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(AZOXYSTROBIN = 128810)","0.385"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(BACILLUS SUBTILIS = 6479)"," (NA)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(BORAX DECAHYDRATE = 11102)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(BOSCALID = 128008)","0.447"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)","4.319"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(CAPTAN = 81301)","4.625"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(CHLOROTHALONIL = 81901)","2.615"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(COPPER HYDROXIDE = 23401)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(COPPER SULFATE = 24401)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(CYPRODINIL = 288202)","0.621"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(DIFENOCONAZOLE = 128847)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(FENBUCONAZOLE = 129011)","0.133"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(FENHEXAMID = 90209)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(FLUDIOXONIL = 71503)","0.392"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(MEFENOXAM = 113502)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(METCONAZOLE = 125619)","0.136"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","4.967"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(MYCLOBUTANIL = 128857)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(PROPICONAZOLE = 122101)","0.237"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(PROTHIOCONAZOLE = 113961)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(PYRACLOSTROBIN = 99100)","0.227"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(SULFUR = 77501)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(TEBUCONAZOLE = 128997)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","(TRICHODERMA HARZ. = 119202)"," (NA)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(2,4-D, DIMETH. SALT = 30019)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(AMMONIUM PELARGONATE = 31802)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(CLETHODIM = 121011)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(CLORANSULAM-METHYL = 129116)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(DIURON = 35505)","1.36"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(FLUMIOXAZIN = 129034)","0.265"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","1.339"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(GLYPHOSATE = 417300)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(GLYPHOSATE AMM. SALT = 103604)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","2.562"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(ORYZALIN = 104201)","2.074"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(OXYFLUORFEN = 111601)"," (D)"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(PARAQUAT = 61601)","0.966"
2019,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB / ACRE / YEAR, AVG","HERBICIDE","(PENOXSULAM = 119031)"," (D)"
